"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"ucl";"1.03";"i486";"1pw";"/salix/l";"";"36 K";"144 K";" ucl (Portable lossless data compression library)  UCL implements a number of compression algorithms that achieve an excellent compression ratio while allowing *very* fast decompression. Decompression requires no additional memory.      "
"udpcast";"20100130";"i486";"1pw";"/salix/n";"";"55 K";"220 K";" udpcast (Multicasting file transfer tool)  UDPcast is a file transfer tool that can send data simultaneously to many destinations on a LAN. This can for instance be used to install entire classrooms of PC's at once. The advantage of UDPcast over using other methods (nfs, ftp, whatever) is that UDPcast uses Ethernet's multicast abilities: it won't take longer to install 15 machines than it would to install just 2.   "
"ufw";"0.30";"i486";"1lm";"/salix/n";"python";"135 K";"540 K";" ufw (uncomplicated firewall)  Ufw stands for Uncomplicated Firewall, and is program for managing a netfilter firewall. It provides a command line interface and aims to be uncomplicated and easy to use.      "
"unetbootin";"494";"i486";"2gv";"/salix/xap";"cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,glib2,libICE,libSM,libX11,libXau,libXdmcp,libXext,libXrender,libpng,libxcb,qt,util-linux,zlib,p7zip";"233 K";"932 K";" unetbootin (a tool that creates bootable Live USB drives)  UNetbootin (Universal Netboot Installer) is a cross-platform utility that can create Live USB systems and can load a variety of system utilities or install various Linux distributions and other operating systems without a CD.     "
"unipath";"0.2.1";"i486";"1gv";"/salix/l";"python";"42 K";"168 K";" unipath (Object-oriented alternative to os/os.path/shutil)  Unipath is package for doing pathname calculations and filesystem access in an object-oriented manner, an alternative to os.path.*, shutil.*, glob, and some os.* functions.. It's based on Jason Orendorff's path.py but does not adhere as strictly to the underlying functions' syntax, in order to provide more user convenience and higher-level functionality.   "
"unison";"2.40.61";"i486";"1ab";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"707 K";"2828 K";" unison (file-synchronization tool)  Unison is a file-synchronization tool for Unix and Windows. It allows two replicas of a collection of files and directories to be stored on different hosts (or different disks on the same host), modified separately, and then brought up to date by propagating the changes in each replica to the other. Unison shares a number of features with tools such as configuration management packages (CVS, PRCS, Subversion, BitKeeper, etc.), distributed filesystems (Coda, etc.), uni-directional mirroring utilities (rsync, etc.), and other synchronizers (Intellisync, Reconcile, etc)."
"units";"1.88";"i486";"1gv";"/salix/ap";"ncurses,readline";"120 K";"480 K";" units (converts between different systems of units)  The Units program converts quantities expressed in various scales to their equivalents in other scales. The units program can handle multiplicative scale changes as well as nonlinear conversions such as Fahrenheit to Celsius or wire gauge. Units comes with an annotated, extendable database defining over two thousand units.    "
"unrar";"4.0.3";"i486";"1gv";"/salix/ap";"gcc,cxxlibs|gcc-g++";"115 K";"460 K";" unrar (RAR files extractor and viewer)  unrar is a freeware app made available by RARLAB        "
"upower";"0.9.11";"i486";"1tm";"/salix/l";"dbus,dbus-glib,glib2,libusb,polkit,udev,zlib";"95 K";"380 K";" upower (power management abstraction daemon)  UPower is an abstraction for enumerating power devices, listening to device events and querying history and statistics. Any application or service on the system can access the org.freedesktop.UPower service via the system message bus. Some operations (such as suspending the system) are restricted using PolicyKit.  Homepage: http://upower.freedesktop.org/  "
"upx";"3.07";"i486";"1pw";"/salix/ap";"cxxlibs|gcc-g++,gcc,ucl,zlib";"300 K";"1200 K";" upx (Ultimate Packer for eXecutables)  UPX achieves an excellent compression ratio and offers very fast decompression. Your executables suffer no memory overhead or other drawbacks for most of the formats supported, because of in-place decompression.     "
"usbview";"1.1";"i486";"2rl";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"141 K";"564 K";" USBView (GTK program that displays the topography of USB devices)  USBView is a GTK program that displays the topography of the devices that are plugged into the USB bus on a Linux machine. It also displays information on each of the devices.  This can be useful to determine if a device is working properly or not.     "
"user-settings";"13.37";"noarch";"2gv";"/salix/l";"";"5 K";"20 K";" user-settings (default user settings)  This package provides default settings for users, that should be independant of the desktop environment used. These include mostly bash and terminal application settings.      "
"user-settings-fluxbox";"13.37";"noarch";"2vc";"/salix/l";"";"8 K";"32 K";" user-settings-fluxbox (default user settings)  This package provides default settings for users, such as wallpaper, window decorations, widget theme etc.       "
"user-settings-kde";"13.37";"noarch";"4dj";"/salix/kde";"";"6 K";"24 K";" user-settings-kde (default user settings)  This package provides default settings for users, such as wallpaper, window decorations, widget theme etc. for kde       "
"user-settings-lxde";"13.37";"noarch";"1gv";"/salix/lxde";"";"13 K";"52 K";" user-settings-lxde (default user settings)  This package provides default settings for users, such as wallpaper, window decorations, widget theme etc, to be used with the Salix LXDE desktop.      "
"user-settings-openbox";"13.37";"noarch";"2tm";"/salix/l";"";"9 K";"36 K";" user-settings-openbox (default user settings)  This package provides default settings for users, such as wallpaper, window decorations, widget theme etc.       "
"user-settings-ratpoison";"13.37";"noarch";"4gv";"/salix/l";"";"3 K";"12 K";" user-settings-ratpoison (default user settings for Ratpoison)  This package provides default settings for users, for the Ratpoison Desktop, such as wallpaper, default application usage etc.       "
"user-settings-xfce";"13.37";"noarch";"1gv";"/salix/l";"";"9 K";"36 K";" user-settings-xfce (default user settings for Xfce)  This package provides default settings for users, for the Xfce Desktop, such as wallpaper, default application usage etc.       "
"v2strip";"0.2.10";"i486";"1gv";"/salix/ap";"";"12 K";"48 K";" v2strip (a utility that removes ID3v2 tags from MP3 files) v2strip is a little utility that removes ID3v2 tags from MP3 files to provide backward compatibility for applications not yet supporting these tags."
"vala";"0.10.3";"i486";"1mb";"/salix/d";"glib2";"1297 K";"5188 K";" vala - a compiler for the GObject type system  Vala is a new programming language that aims to bring modern programming language features to GNOME developers without imposing any additional runtime requirements and without using a different ABI compared to applications and libraries written in C. valac, the Vala compiler, is a self-hosting compiler that translates Vala source code into C source and header files. It uses the GObject type system to create classes and interfaces declared in the Vala source code. "
"vanilla-dmz-cursors";"0.4";"noarch";"1gv";"/salix/l";"";"95 K";"380 K";" vanilla-dmz-cursors - DMZ cursors by jimmac.  This is an X11 cursor theme. vanilla-dmz-cursors is licensed under an MIT licence       "
"vbrfix";"r131";"i486";"2tm";"/salix/xap";"";"15 K";"60 K";" vbrfix (fixes vbr mp3 files)  Vbrfix reads the mp3 structure and rebuilds the file including a new Xing VBR header. What is VBRFix for? VBR MP3s often have a special tag at the beginning to inform the player about how to treat the VBR file. VBRFix can create/replace this special tag. It can also be used to remove unrecognised data from the mp3 and spot other problems.  "
"vcdimager";"0.7.24";"i486";"1ab";"/salix/ap";"libcdio,libxml2,popt,zlib";"302 K";"1208 K";" vcdimager (a (Super) Video CD formatting/pre-master/extraction tool)  GNU VCDImager is a program for making Video CD (and Super Video CD, a.k.a. SVCD) images out of MPEG movie files. The images it creates are ready to use with programs which understand BIN/CUE images, such as cdrdao. GNU VCDRip allows for reversing the process, ripping mpeg tracks from (Super) Video CDs.    "
"vice";"2.2";"i486";"1gv";"/salix/games";"alsa-lib,audiofile,cxxlibs|gcc-g++,esound,gcc,giflib,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXrandr,libXrender,libXxf86vm,libdrm,libieee1284,libjpeg,libxcb,mesa,sdl,svgalib,zlib,Xdialog";"1688 K";"6752 K";" vice (an emulator for Commodore's 8-bit computers)  VICE is a program that runs on a Unix, MS-DOS, Win32, OS/2, Acorn RISC OS, BeOS, QNX 6.x, Amiga, GP2X or Mac OS X machine and executes programs intended for the old 8-bit computers. The current version emulates the C64, the C128, the VIC20, almost all PET models, the PLUS4 and the CBM-II (aka C610).    "
"viewnior";"1.1";"i486";"1gv";"/salix/xap";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"112 K";"448 K";" viewnior (image viewer)  This is Viewnior, an image viewer program. Created to be simple, fast and elegant. It's minimalistic interface provides more screenspace for your images.      "
"vimprobable2";"20110921";"i486";"2gv";"/salix/xap";"atk,bzip2,cairo,cxxlibs|gcc-g++,enchant,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gst-plugins-base,gstreamer,gtk+2,icu,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXt,libgcrypt,libgpg-error,libjpeg,libpng,libsoup,libxcb,libxml2,libxslt,pango,pixman,sqlite,util-linux,webkit,zlib";"43 K";"172 K";" vimprobable (a WWW browser that behaves like Vimperator)  Vimprobable is a WWW browser that behaves like the Vimperator plugin available for Mozilla Firefox. It is based on the WebKit engine (using GTK bindings). It is a fork of the currently abandoned vimpression.      "
"vlc";"1.1.7";"i486";"1tm";"/salix/xap";"GConf,ORBit2,a52dec,alsa-lib,atk,bzip2,cairo,cxxlibs|gcc-g++,cyrus-sasl,dbus,dbus-glib,expat,faad2,ffmpeg,flac,fontconfig,freetype,fribidi,gcc,gdk-pixbuf2,glib2,gnome-vfs,gnutls,gtk+2,lame,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXpm,libXrandr,libXrender,libXxf86vm,libcaca,libcddb,libdca,libdrm,libdvbpsi,libdvdnav,libdvdread,libebml,libgcrypt,libgpg-error,libid3tag,libjpeg,libmad,libmatroska,libmpeg2,libmtp,libnotify,libogg,libpng,libshout,libtheora,libtiff,libusb,libvorbis,libvpx,libxcb,libxml2,mesa,musepack-tools,ncurses,opencore-amr,openldap-client,openssl-solibs|openssl,orc,pango,pixman,qt,samba,schroedinger,sdl,slang,speex,sqlite,svgalib,taglib,udev,util-linux,v4l-utils,x264,xcb-util,xvidcore,zlib";"7234 K";"28936 K";" vlc - a multimedia player  VLC (initially VideoLAN Client) is a highly portable multimedia player for various A/V formats (MPEG-1, MPEG-2, MPEG-4, DivX, mp3, ogg,...) as well as DVDs, VCDs, and various streaming protocols. It can also be used as a server to stream in unicast or multicast in IPv4 or IPv6 on a high-bandwidth network.    "
"vobcopy";"1.2.0";"i486";"1gv";"/salix/ap";"libdvdread";"48 K";"192 K";" vobcopy is a DVD backup tool  Vobcopy copies DVD .vob files to hard disk (thanks to libdvdread), decrypting them on the way (if libdvdcss is installed) and merges them into 2 GB files (or larger) with the name extracted from the DVD. It checks for enough free space on the destination drive and compares the copied size to the size on DVD (in case something went wrong during the copying). It can also mirror a whole DVD video part and copy single files.  "
"volti";"0.2.2";"i486";"1gv";"/salix/xap";"dbus-python,pyalsaaudio,pygobject,pygtk,python";"173 K";"692 K";" volti (GTK+ application for controlling audio volume from system tray)  Volti is a GTK+ application for controlling audio volume from the system tray/notification area. It supports ALSA, multimedia keys on the keyboard, and desktop notifications on keys events.      "
"vorbisgain";"0.36";"i486";"1gv";"/salix/ap";"libogg,libvorbis";"29 K";"116 K";" vorbisgain (ReplayGain calculator for Ogg Vorbis files)  VorbisGain is a utility that uses a psychoacoustic method to correct the volume of an Ogg Vorbis file to a predefined standardized loudness. Unlike normalization, it's a lossless procedure which works by adding tags to the file. It is based upon the ReplayGain technology.    "
"vpnc";"0.5.3";"i486";"2cd";"/salix/n";"libgcrypt,libgpg-error";"59 K";"236 K";" vpnc (free VPN client)  vpnc is a free Cisco compatible VPN client. It works with Cisco VPN concentrator 3000 Series, IOS routers, PIX/ASA Zecurity Appliances and Juniper/Netscreen.  Supported Authentications: Pre-Shared-Key + XAUTH, Pre-Shared-Key; Supported IKE DH-Groups: dh1 dh2 dh5; Supported Hash Algo: md5 sha1; Supported Encryptions: (null) (1des) 3des aes128 aes192 aes256; Perfect Forward Secrecy: nopfs dh1 dh2 dh5 NOTE: Hybrid Authentication is due to a patent NOT supported Homepage: http://www.unix-ag.uni-kl.de/~massar/vpnc/"
"w3m";"0.5.3";"i486";"1gv";"/salix/n";"gc,gcc,gpm,ncurses,openssl-solibs|openssl,zlib";"715 K";"2860 K";" w3m (a text based browser)  w3m is a pager and/or text-based browser. It can handle tables, cookies, authentication, and almost everything except JavaScript.       "
"wakeonlan";"0.41";"i486";"1ab";"/salix/n";"perl";"11 K";"44 K";" wakeonlan - script to switch on wake-on-LAN enabled ethernet adapters  Wakeonlan is a Perl script that sends 'magic packets' to wake-on-LAN enabled ethernet adapters and motherboards, in order to switch on remote computers.  See this mini-HOWTO (http://gsd.di.uminho.pt/jpo/software/wakeonlan/mini-howto/) for more information about this technology. Still under development ....  "
"wbar";"2.1.1";"i486";"1pw";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,imlib2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libglade,libpng,libxcb,libxml2,pango,pixman,zlib,dejavu-fonts-ttf";"938 K";"3752 K";" wbar (Quick launch bar)  wbar is a quick launch bar. Its fast, light and cool eye-candy. Its hacked in c++ trying to keep code as readable as possible with out sacrificing speed. It works directly on top of X to avoid going throug a lot of layers. Initially developed for Fluxbox, then tested on WindowMaker, Xfce, Gnome, etc. Since version 1.0 can run on top of desktops such as xfdesktop or nautilus with the -above-desk switch.  "
"webcore-fonts";"3.0";"noarch";"1lm";"/salix/x";"";"5400 K";"21600 K";" Webcore Fonts (Microsoft's core fonts for the web)  The Webcore Fonts include:  * Microsoft's Core Fonts for the web * Microsoft Tahoma * Microsoft's fonts for Windows Vista * Lucida Console   "
"webkit";"1.2.7";"i486";"1cd";"/salix/l";"atk,cairo,cxxlibs|gcc-g++,enchant,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gst-plugins-base,gstreamer,gtk+2,icu,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXt,libgcrypt,libgpg-error,libjpeg,libpng,libsoup,libxcb,libxml2,libxslt,pango,pixman,sqlite,util-linux,zlib";"4469 K";"17876 K";" WebKit (Web Browser Engine)  WebKit is an open source web browser engine. WebKit is also the name of the Mac OS X system framework version of the engine that's used by Safari, Dashboard, Mail, and many other OS X applications. WebKit's HTML and JavaScript code began as a branch of the KHTML and KJS libraries from KDE.  This package contains the GTK port of WebKit.  http://webkit.org  http://webkitgtk.org "
"wesnoth";"1.8.5";"i486";"1gv";"/salix/games";"boost,bzip2,cairo,cxxlibs|gcc-g++,dbus,expat,fontconfig,freetype,fribidi,gcc,glib2,libX11,libXau,libXdmcp,libXext,libXrandr,libXrender,libjpeg,libpng,libtiff,libxcb,pango,pixman,sdl,svgalib,zlib";"272961 K";"1091844 K";" wesnoth (Turn based strategy game)  The Battle for Wesnoth is a turn-based strategy game with a fantasy theme. Build up a great army, gradually turning raw recruits into hardened veterans.  In later games, recall your toughest warriors and form a deadly host against whom none can stand! Choose units from a large pool of specialists, and hand-pick a force with the right strengths to fight well on different terrains against all manner of opposition.  "
"whaawmp";"0.2.14";"i486";"1gv";"/salix/xap";"python,pygtk,pygobject,pyxdg,gstreamer,gst-plugins-base,gst-python,gst-plugins-good";"227 K";"908 K";" whaawmp - An audio/video player using gstreamer  Whaaw! Media Player will play any audio/video files which gstreamer can play. It supports fullscreen mode, seeking, changing video colour settings and more. It is inteded to be a basic media player similar to totem.     "
"when";"1.1.28";"noarch";"1gv";"/salix/ap";"";"42 K";"168 K";" when (a minimalistic personal calendar program)  When is an extremely simple personal calendar program, aimed at the Unix geek who wants something minimalistic. It can keep track of things you need to do on particular dates.      "
"wine";"1.2.3";"i686";"1cd";"/salix/xap";"alsa-lib,audiofile,cxxlibs|gcc-g++,cyrus-sasl,esound,gcc,lcms,libICE,libSM,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXxf86vm,libdrm,libexif,libgphoto2,libtool,libxcb,libxml2,mesa,mpg123,openal-soft,openldap-client,openssl-solibs|openssl,util-linux,zlib";"12153 K";"48612 K";" wine (Wine Is Not an Emulator)  Wine is an Open Source implementation of the Windows API on top of X and Linux/Unix. It allows you to run many software for Microsoft Windows (but not all).  http://www.winehq.com/    "
"wine-gecko";"1.0.0";"i486";"1cd";"/salix/xap";"wine";"7934 K";"31736 K";" wine-gecko (browser implementation for wine)  wine-gecko is Wine's own implementation of Internet Explorer based on Mozilla's Gecko Layout Engine. Whenever an application tries to display an HTML file or a web page, Wine will load Wine Gecko. It is very useful for many applications you use wih Wine, so it is recommended to install it.  http://wiki.winehq.org/Gecko "
"wings3d";"1.4.1";"i486";"1ab";"/salix/xap";"cxxlibs|gcc-g++,erlang-otp,esdl,gcc,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXxf86vm,libdrm,libxcb,mesa";"5881 K";"23524 K";" wings3d (a subdivision modeler)  Wings 3D is a subdivision modeler inspired by Nendo and Mirai from Izware. It is possible to assign materials, vertex color, UV coordinates and textures, but there will be improvements in those features before Wings goes 1.0. There is no support in Wings for doing animations.  Wings3D doesn't seem to work with nouveau, use the proprietary driver. Also in case of graphic problems look at '/etc/wings3drc'."
"wireshark";"1.4.3";"i486";"1gv";"/salix/xap";"GeoIP,alsa-lib,atk,attr,cairo,cxxlibs|gcc-g++,dbus,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gtk+2,jack,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libcap,libgcrypt,libgpg-error,libnl,libpcap,libpng,libxcb,pango,pixman,portaudio,zlib";"9648 K";"38592 K";" wireshark (a network protocol analyzer)  Wireshark is the world's foremost network protocol analyzer, and is the de facto (and often de jure) standard across many industries and educational institutions.      "
"wm-logout";"0.1";"noarch";"1tm";"/salix/xap";"ConsoleKit,dbus,python,upower";"8 K";"32 K";" wm-logout (presents a logout dialog)  Present a dialog to perform power management actions or logout from a window manager.  it requires: dbus, ConsoleKit, upower     "
"wpa_supplicant";"0.7.3";"i486";"2gv";"/salix/n";"dbus,ncurses,openssl-solibs|openssl,readline";"245 K";"980 K";" wpa-supplicant (A WPA Supplicant Tool)  wpa_supplicant is a WPA Supplicant for Linux, BSD, Mac OS X, and Windows with support for WPA and WPA2 (IEEE 802.11i / RSN). It is suitable for both desktop/laptop computers and embedded systems. Supplicant is the IEEE 802.1X/WPA component that is used in the client stations. It implements key negotiation with a WPA Authenticator and it controls the roaming and IEEE 802.11 authentication/association of the wlan driver. This package does not include the qt4 wpa_gui. "
"wv";"1.2.4";"i486";"1gv";"/salix/l";"bzip2,glib2,libgsf,libpng,libxml2,zlib";"194 K";"776 K";" wv - a library for reading Microsoft Word files  wv is a library which allows access to Microsoft Word files. It can load and parse Word 2000, 97, 95 and 6 file formats. (These are the file formats known internally as Word 9, 8, 7 and 6.) There is some support for reading earlier formats as well: Word 2 docs are converted to plaintext.    "
"wv2ogg";"0.1";"noarch";"1gv";"/salix/ap";"libvorbis,vorbis-tools,wavpack";"15 K";"60 K";" wv2ogg - encodes wavpack file to ogg vorbis files  wv2ogg is a tool that uses wvunpack, oggenc and vorbiscomment to encode wavpack files to ogg vorbis files. The quality setting which will be used for encoding the vorbis files can be set when running wv2ogg. It will also transfer all tags and replaygain information from the wavpack files to the ogg vorbis files by default. wv2ogg was written because no other software that would do that existed in Linux.   "
"wxGTK";"2.8.12.1";"i486";"1ab";"/salix/l";"GConf,ORBit2,alsa-lib,atk,audiofile,cairo,cxxlibs|gcc-g++,esound,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libdrm,libjpeg,libpng,libtiff,libxcb,libxml2,mesa,pango,pixman,sdl,svgalib,util-linux,zlib";"5313 K";"21252 K";" wxGTK (wxWidgets toolkit for GTK)  wxWidgets lets developers create applications for Win32, Mac OS X, GTK+, X11, Motif, WinCE, and more using one codebase. It can be used from languages such as C++, Python, Perl, and C#/.NET. Unlike other cross-platform toolkits, wxWidgets applications look and feel native. This is because wxWidgets uses the platform's own native controls rather than emulating them. It's also extensive, free, open-source, and mature.  This package is built with GTK+2.0 and compatible with wxPython."
"wxMaxima";"0.8.7";"i486";"1cd";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libjpeg,libpng,libtiff,libxcb,maxima,pango,pixman,sdl,svgalib,util-linux,wxGTK,zlib";"526 K";"2104 K";" wxMaxima (graphical frontend for maxima)  wxMaxima is a graphical frontend for the maxima CAS. It is based on wxWidgets and supports many languages.  http://wxmaxima.sourceforge.net/     "
"wxPython";"2.8.12.1";"i486";"1ab";"/salix/l";"GConf,ORBit2,atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libdrm,libjpeg,libpng,libtiff,libxcb,libxml2,mesa,numpy,pango,pixman,pycairo,python,sdl,svgalib,util-linux,wxGTK,zlib";"8388 K";"33552 K";" wxPython (Python bindings for the wxWidgets toolkit)  wxPython is a GUI toolkit for the Python programming language. It allows Python programmers to create programs with a robust, highly functional graphical user interface, simply and easily. It is implemented as a Python extension module (native code) that wraps the popular wxWidgets cross platform GUI library, which is written in C++.    "
"wxcam";"1.0.7";"i486";"1gv";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libjpeg,libpng,libtiff,libxcb,mjpegtools,pango,pixman,sdl,svgalib,util-linux,wxGTK,xvidcore,zlib";"284 K";"1136 K";" wxcam (a webcam application)  wxcam supports video recording (in an avi uncompressed and Xvid format), snapshot taking, and some special commands for philips webcams, so you can also use the program for astronomy purposes. It supports both video4linux 1 and 2 drivers, so it should work on a very large number of devices.    "
"x11vnc";"0.9.12";"i486";"1gv";"/salix/xap";"libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXtst,libjpeg,libxcb,openssl-solibs|openssl,zlib";"978 K";"3912 K";" x11vnc (a VNC server for real X displays)  x11vnc allows one to view remotely and interact with real X displays (i.e. a display corresponding to a physical monitor, keyboard, and mouse) with any VNC viewer. In this way it plays the role for Unix/X11 that WinVNC plays for Windows.     "
"x264";"20101229";"i486";"1gv";"/salix/l";"libX11,libXau,libXdmcp,libxcb";"318 K";"1272 K";" x264 (a free library for encoding H264/AVC video streams)  The x264 package includes the library to encode H264/AVC video streams. It is released under the terms of the GNU General Public License.      "
"xchm";"1.18";"i486";"1gv";"/salix/xap";"atk,cairo,chmlib,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libjpeg,libpng,libtiff,libxcb,pango,pixman,sdl,svgalib,util-linux,wxGTK,zlib";"193 K";"772 K";" xchm (a viewer for .chm help files)  xCHM is a cross-platform GUI front-end to chmlib. It can show the content tree if one is available, print pages, change font face and size, remember bookmarks, display a searchable index, and search for words in the current page and the whole book.     "
"xdelta3";"3.0z";"i486";"2cp";"/salix/ap";"python";"133 K";"532 K";" xdelta3 (open-source binary diff)  Make and apply binary diff using the VCDIFF format (RFC 3284).        "
"xerces-c";"2.8.0";"i486";"1gv";"/salix/l";"cxxlibs|gcc-g++,gcc";"1247 K";"4988 K";" xerces-c (XML Parser) Xerces-C++ is a validating XML parser written in a portable subset of C++. Xerces-C++ makes it easy to give your application the ability to read and write XML data. A shared library is provided for parsing, generating, manipulating, and validating XML documents. Homepage: http://xml.apache.org/xerces-c/"
"xfburn";"0.4.3";"i486";"1gv";"/salix/xfce";"acl,atk,attr,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gamin,gcc,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,hal,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libburn,libisofs,libjpeg,libpng,libxcb,libxml2,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"304 K";"1216 K";" xfburn (a simple CD burning tool for Xfce)  Xfburn is a simple CD/DVD burning tool based on libburnia libraries. It can blank CD-RWs, burn and create iso images, as well as burn personal compositions of data to either CD or DVD.      "
"xfce";"4.6.2";"i486";"1gv";"/salix/xfce";"atk,cairo,cups,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gamin,gcc,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,hal,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libexif,libglade,libjpeg,libnotify,libpng,libwnck,libxcb,libxkbfile,libxklavier,libxml2,ncurses,openssl-solibs|openssl,pango,pcre,pixman,startup-notification,util-linux,vte,xcb-util,zlib,ConsoleKit";"12154 K";"48616 K";" xfce (a fast and lightweight desktop environment for X) Xfce is a fast and lightweight desktop environment that is both visually appealing and easy to use. For more information, see:  http://www.xfce.org Xfce was developed by Olivier Fourdan."
"xfce4-battery-plugin";"r7895";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"55 K";"220 K";" xfce4-battery-plugin - A battery monitor panel plugin for Xfce4  xfce4-battery-plugin is a battery monitor panel plugin for Xfce4, written by Nick Penwarden and Edscott Wilson Garcia, compatible with APM and ACPI, for Linux and *BSD.      "
"xfce4-clipman-plugin";"1.1.3";"i486";"1gv";"/salix/xfce";"atk,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libglade,libpng,libxcb,libxml2,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"357 K";"1428 K";" xfce4-clipman-plugin - a clipboard manager for xfce4  Clipman keeps the clipboard contents around while it is usually lost when you close an application. It is able to handle text and images, and has a feature to execute actions on specific text selections by matching them against regular expressions.     "
